"Date","Time","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_pct","F_DO_pct","DO_mgl","F_DO_mgl","Depth","F_Depth","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor","fDOMQSU","fDOMRFU"
2025-04-01,"00:00","","22.707","0","48.196","0","31.46","0","81.9","0","5.89","0","3.896","0","7.75","0","6.56","0","1.08","0","34.26","11.49"
2025-04-01,"00:15","","22.7","0","48.276","0","31.52","0","78","0","5.61","0","3.88","0","7.72","0","4.44","0","0.78","0","34.34","11.52"
2025-04-01,"00:30","","22.711","0","48.257","0","31.5","0","65.8","0","4.73","0","3.844","0","7.68","0","2.88","0","0.61","0","31.39","10.53"
2025-04-01,"00:45","","22.725","0","47.466","0","30.93","0","67.2","0","4.85","0","3.799","0","7.74","0","3.37","0","0.83","0","31.66","10.62"
2025-04-01,"01:00","","22.7","0","48.298","0","31.53","0","84.2","0","6.06","0","3.738","0","7.73","0","4.65","0","1.2","0","33.78","11.33"
2025-04-01,"01:15","","22.745","0","47.869","0","31.22","0","84.9","0","6.11","0","3.674","0","7.75","0","6.98","0","1.18","0","35.83","12.02"
2025-04-01,"01:30","","22.786","0","47.45","0","30.91","0","84.8","0","6.11","0","3.613","0","7.73","0","7.4","0","1.23","0","37.69","12.64"
2025-04-01,"01:45","","22.895","0","46.466","0","30.2","0","83.6","0","6.04","0","3.541","0","7.7","0","9.53","0","1.33","0","42.02","14.08"
2025-04-01,"02:00","","22.967","0","45.698","0","29.64","0","82.5","0","5.97","0","3.467","0","7.67","0","10.31","0","1.32","0","45.78","15.34"
2025-04-01,"02:15","","23.046","0","44.685","0","28.91","0","82","0","5.95","0","3.388","0","7.64","0","10.65","0","1.33","0","50.96","17.06"
2025-04-01,"02:30","","23.086","0","44.114","0","28.49","0","81.2","0","5.9","0","3.307","0","7.62","0","11.16","0","1.38","0","53.2","17.81"
2025-04-01,"02:45","","23.122","0","43.814","0","28.28","0","81.2","0","5.9","0","3.229","0","7.61","0","12.01","0","1.38","0","54.44","18.22"
2025-04-01,"03:00","","23.162","0","43.404","0","27.98","0","80.2","0","5.83","0","3.146","0","7.59","0","12.05","0","1.43","0","56.47","18.9"
2025-04-01,"03:15","","23.193","0","43.072","0","27.74","0","80.1","0","5.83","0","3.059","0","7.58","0","9.73","0","1.33","0","58.45","19.56"
2025-04-01,"03:30","","23.237","0","42.727","0","27.5","0","79.4","0","5.78","0","2.964","0","7.57","0","10.05","0","1.3","0","59.87","20.03"
2025-04-01,"03:45","","23.268","0","42.33","0","27.21","0","78.9","0","5.75","0","2.862","0","7.55","0","11.79","0","1.38","0","61.14","20.46"
2025-04-01,"04:00","","23.308","0","41.919","0","26.92","0","77.8","0","5.68","0","2.756","0","7.53","0","13.88","0","1.43","0","62.42","20.89"
2025-04-01,"04:15","","23.304","0","41.629","0","26.71","0","77","0","5.63","0","2.652","0","7.52","0","13.17","0","1.42","0","63.9","21.38"
2025-04-01,"04:30","","23.321","0","41.374","0","26.53","0","76.4","0","5.6","0","2.537","0","7.51","0","11.67","0","1.44","0","65.23","21.82"
2025-04-01,"04:45","","23.307","0","41.165","0","26.38","0","74.8","0","5.48","0","2.426","0","7.49","0","13.9","0","1.48","0","66.12","22.12"
2025-04-01,"05:00","","23.298","0","40.939","0","26.22","0","73.6","0","5.4","0","2.318","0","7.47","0","13.32","0","1.44","0","67.31","22.52"
2025-04-01,"05:15","","23.307","0","40.736","0","26.07","0","72.7","0","5.34","0","2.223","0","7.45","0","13.86","0","1.44","0","67.92","22.72"
2025-04-01,"05:30","","23.288","0","40.577","0","25.96","0","71.6","0","5.26","0","2.136","0","7.44","0","11.69","0","1.38","0","69.89","23.38"
2025-04-01,"05:45","","23.304","0","40.421","0","25.85","0","70.6","0","5.19","0","2.069","0","7.42","0","11.81","0","1.41","0","70.56","23.6"
2025-04-01,"06:00","","23.294","0","40.296","0","25.76","0","68.7","0","5.05","0","2.04","0","7.41","0","10.6","0","1.36","0","71.8","24.02"
2025-04-01,"06:15","","23.281","0","40.217","0","25.71","0","64.4","0","4.74","0","2.049","0","7.38","0","7.64","0","1.3","0","73.44","24.56"
2025-04-01,"06:30","","23.278","0","40.228","0","25.71","0","52.7","0","3.88","0","2.093","0","7.35","0","6.52","0","1.36","0","74.15","24.8"
2025-04-01,"06:45","","23.227","0","40.291","0","25.76","0","67.3","0","4.95","0","2.182","0","7.39","0","8.48","0","1.35","0","73.63","24.63"
2025-04-01,"07:00","","23.182","0","40.982","0","26.25","0","70.9","0","5.21","0","2.289","0","7.43","0","15.97","0","1.35","0","68.62","22.96"
2025-04-01,"07:15","","23.182","0","41.016","0","26.28","0","71.6","0","5.26","0","2.403","0","7.44","0","13.83","0","1.3","0","68.49","22.91"
2025-04-01,"07:30","","23.142","0","41.312","0","26.49","0","72.1","0","5.29","0","2.508","0","7.45","0","11.76","0","1.27","0","67.94","22.73"
2025-04-01,"07:45","","23.149","0","41.422","0","26.57","0","72.6","0","5.33","0","2.604","0","7.46","0","10.5","0","1.18","0","67.42","22.55"
2025-04-01,"08:00","","23.102","0","41.799","0","26.84","0","72.9","0","5.35","0","2.687","0","7.47","0","12.99","0","1.24","0","65.16","21.8"
2025-04-01,"08:15","","23.073","0","42.057","0","27.02","0","72.9","0","5.35","0","2.771","0","7.48","0","11.71","0","1.42","0","63.8","21.35"
2025-04-01,"08:30","","23.062","0","42.301","0","27.19","0","73.5","0","5.39","0","2.857","0","7.49","0","11.29","0","1.24","0","62.93","21.06"
2025-04-01,"08:45","","23.046","0","42.505","0","27.34","0","73.2","0","5.36","0","2.936","0","7.48","0","9.45","0","1.2","0","63.49","21.24"
2025-04-01,"09:00","","23.044","0","42.699","0","27.48","0","73.5","0","5.38","0","3.01","0","7.49","0","9.39","0","1.17","0","62.21","20.82"
2025-04-01,"09:15","","23.046","0","42.892","0","27.62","0","74.3","0","5.43","0","3.074","0","7.51","0","10.54","0","1.19","0","60.82","20.35"
2025-04-01,"09:30","","23.035","0","43.2","0","27.84","0","74.7","0","5.46","0","3.142","0","7.52","0","9.39","0","1.11","0","59.71","19.98"
2025-04-01,"09:45","","23.045","0","43.433","0","28.01","0","75","0","5.47","0","3.213","0","7.53","0","9.96","0","1.16","0","58.85","19.7"
2025-04-01,"10:00","","23.05","0","43.633","0","28.15","0","75.4","0","5.49","0","3.276","0","7.54","0","6.66","0","1.12","0","58.34","19.53"
2025-04-01,"10:15","","23.045","0","43.867","0","28.32","0","75.8","0","5.52","0","3.347","0","7.55","0","6.1","0","1.09","0","57.09","19.11"
2025-04-01,"10:30","","22.992","0","44.335","0","28.65","0","76.6","0","5.57","0","3.412","0","7.57","0","6.93","0","1.08","0","54.93","18.39"
2025-04-01,"10:45","","22.979","0","44.714","0","28.93","0","76.2","0","5.54","0","3.473","0","7.57","0","13.54","0","1.11","0","49.63","16.62"
2025-04-01,"11:00","","22.947","0","45.018","0","29.15","0","76.7","0","5.57","0","3.523","0","7.59","0","6.56","0","1.06","0","51.93","17.39"
2025-04-01,"11:15","","22.93","0","45.189","0","29.27","0","76.5","0","5.55","0","3.565","0","7.59","0","6.36","0","0.99","0","50.85","17.03"
2025-04-01,"11:30","","22.956","0","45.28","0","29.34","0","76.1","0","5.52","0","3.6","0","7.59","0","7.11","0","1","0","50.29","16.84"
2025-04-01,"11:45","","22.957","0","45.459","0","29.47","0","75","0","5.43","0","3.627","0","7.59","0","6.3","0","0.97","0","49.67","16.63"
2025-04-01,"12:00","","22.964","0","45.596","0","29.57","0","73.4","0","5.31","0","3.642","0","7.59","0","4.72","0","0.82","0","49","16.41"
2025-04-01,"12:15","","23.009","0","45.658","0","29.61","0","69.5","0","5.02","0","3.644","0","7.57","0","3.92","0","0.57","0","48.09","16.11"
2025-04-01,"12:30","","23.032","0","45.708","0","29.65","0","51.8","0","3.75","0","3.629","0","7.5","0","2.4","0","0.48","0","46.73","15.65"
2025-04-01,"12:45","","23.029","0","45.684","0","29.63","0","66.3","0","4.79","0","3.591","0","7.57","0","3.13","0","0.86","0","47.57","15.93"
2025-04-01,"13:00","","23.079","0","45.524","0","29.51","0","77.7","0","5.61","0","3.535","0","7.6","0","5.42","0","1.21","0","48.47","16.23"
2025-04-01,"13:15","","23.079","0","45.26","0","29.32","0","78.7","0","5.69","0","3.465","0","7.61","0","6.23","0","1.19","0","49.14","16.46"
2025-04-01,"13:30","","23.158","0","44.899","0","29.06","0","78.5","0","5.68","0","3.39","0","7.59","0","6.87","0","1.21","0","50.7","16.98"
2025-04-01,"13:45","","23.276","0","44.351","0","28.66","0","78.8","0","5.7","0","3.319","0","7.58","0","6.22","0","1.31","0","53.5","17.91"
2025-04-01,"14:00","","23.419","0","43.756","0","28.23","0","78.7","0","5.69","0","3.249","0","7.56","0","5.96","0","1.28","0","55.92","18.72"
2025-04-01,"14:15","","23.507","0","43.424","0","27.99","0","79","0","5.71","0","3.169","0","7.55","0","6.76","0","1.31","0","58.15","19.46"
2025-04-01,"14:30","","23.57","0","43.128","0","27.78","0","78.4","0","5.67","0","3.09","0","7.54","0","8.77","0","1.46","0","58.29","19.51"
2025-04-01,"14:45","","23.594","0","42.898","0","27.61","0","78","0","5.64","0","3.01","0","7.53","0","8.85","0","1.36","0","60.05","20.09"
2025-04-01,"15:00","","23.663","0","42.696","0","27.47","0","77.9","0","5.64","0","2.92","0","7.52","0","10.05","0","1.46","0","60.56","20.27"
2025-04-01,"15:15","","23.79","0","42.421","0","27.27","0","78.2","0","5.66","0","2.827","0","7.51","0","9.48","0","1.52","0","61.86","20.7"
2025-04-01,"15:30","","23.89","0","42.18","0","27.09","0","77.9","0","5.62","0","2.72","0","7.5","0","7.69","0","1.45","0","62.99","21.08"
2025-04-01,"15:45","","23.982","0","41.865","0","26.87","0","77.6","0","5.6","0","2.606","0","7.49","0","7.78","0","1.48","0","64.43","21.56"
2025-04-01,"16:00","","24.102","0","41.528","0","26.62","0","77.6","0","5.6","0","2.488","0","7.48","0","7.91","0","1.52","0","65.66","21.97"
2025-04-01,"16:15","","24.236","0","41.27","0","26.44","0","78.1","0","5.63","0","2.366","0","7.47","0","9.07","0","1.6","0","66.63","22.29"
2025-04-01,"16:30","","24.379","0","41.045","0","26.28","0","79.3","0","5.7","0","2.246","0","7.47","0","7.78","0","1.57","0","67.79","22.68"
2025-04-01,"16:45","","24.415","0","40.818","0","26.11","0","78.8","0","5.67","0","2.144","0","7.46","0","7.9","0","1.7","0","69.54","23.26"
2025-04-01,"17:00","","24.487","0","40.659","0","26","0","78.9","0","5.67","0","2.048","0","7.45","0","6.74","0","1.65","0","69.19","23.14"
2025-04-01,"17:15","","24.594","0","40.583","0","25.94","0","78.5","0","5.64","0","1.977","0","7.44","0","6.78","0","1.67","0","70.3","23.52"
2025-04-01,"17:30","","24.665","0","40.455","0","25.85","0","76.9","0","5.52","0","1.916","0","7.43","0","7.4","0","1.7","0","68.99","23.08"
2025-04-01,"17:45","","24.703","0","40.372","0","25.79","0","73","0","5.24","0","1.891","0","7.41","0","9.62","0","1.64","0","68.86","23.03"
2025-04-01,"18:00","","24.729","0","40.326","0","25.76","0","69.2","0","4.96","0","1.922","0","7.4","0","7.42","0","1.42","0","67.93","22.72"
2025-04-01,"18:15","","24.695","0","40.22","0","25.68","0","74.3","0","5.33","0","1.995","0","7.4","0","4.68","0","1.41","0","72.42","24.22"
2025-04-01,"18:30","","24.695","0","40.685","0","26.01","0","79.3","0","5.69","0","2.106","0","7.45","0","5.36","0","1.57","0","72.08","24.11"
2025-04-01,"18:45","","24.658","0","40.909","0","26.17","0","80.5","0","5.77","0","2.22","0","7.46","0","7.9","0","1.65","0","69.94","23.39"
2025-04-01,"19:00","","24.568","0","41.022","0","26.26","0","81.3","0","5.83","0","2.338","0","7.47","0","8.11","0","1.81","0","69.1","23.12"
2025-04-01,"19:15","","24.542","0","41.191","0","26.38","0","80.3","0","5.76","0","2.442","0","7.47","0","7.16","0","1.71","0","68.97","23.07"
2025-04-01,"19:30","","24.441","0","41.61","0","26.68","0","81.3","0","5.83","0","2.538","0","7.49","0","9.77","0","1.76","0","65.89","22.04"
2025-04-01,"19:45","","24.4","0","41.966","0","26.93","0","81.6","0","5.85","0","2.636","0","7.5","0","10.29","0","1.74","0","64.64","21.63"
2025-04-01,"20:00","","24.32","0","42.145","0","27.06","0","80.5","0","5.77","0","2.738","0","7.5","0","10","0","1.72","0","63.7","21.31"
2025-04-01,"20:15","","24.367","0","42.539","0","27.34","0","82","0","5.87","0","2.83","0","7.52","0","9.5","0","1.7","0","62.15","20.8"
2025-04-01,"20:30","","24.31","0","42.773","0","27.51","0","82.3","0","5.88","0","2.917","0","7.53","0","9.21","0","1.61","0","61.44","20.56"
2025-04-01,"20:45","","24.194","0","42.865","0","27.58","0","81.4","0","5.83","0","2.994","0","7.53","0","8.63","0","1.58","0","61.02","20.42"
2025-04-01,"21:00","","24.194","0","43.164","0","27.79","0","81.9","0","5.86","0","3.071","0","7.54","0","7.32","0","1.52","0","60.12","20.12"
2025-04-01,"21:15","","24.171","0","43.376","0","27.95","0","81.7","0","5.84","0","3.149","0","7.55","0","9.14","0","1.58","0","58.45","19.56"
2025-04-01,"21:30","","24.14","0","43.572","0","28.09","0","82.5","0","5.9","0","3.227","0","7.56","0","7.91","0","1.47","0","58.1","19.45"
2025-04-01,"21:45","","24.094","0","43.819","0","28.26","0","83.3","0","5.96","0","3.303","0","7.57","0","7.03","0","1.53","0","57","19.08"
2025-04-01,"22:00","","24.042","0","44.188","0","28.53","0","83.3","0","5.95","0","3.384","0","7.58","0","6.92","0","1.51","0","55.11","18.45"
2025-04-01,"22:15","","23.996","0","44.52","0","28.77","0","83","0","5.93","0","3.464","0","7.59","0","6.9","0","1.54","0","53.33","17.85"
2025-04-01,"22:30","","23.942","0","44.846","0","29.01","0","83.5","0","5.96","0","3.533","0","7.61","0","7.64","0","1.53","0","51.6","17.28"
2025-04-01,"22:45","","23.9","0","45.058","0","29.16","0","83.4","0","5.95","0","3.6","0","7.62","0","6.11","0","1.47","0","51.26","17.16"
2025-04-01,"23:00","","23.867","0","45.316","0","29.35","0","82.3","0","5.87","0","3.66","0","7.62","0","6.14","0","1.43","0","49.61","16.61"
2025-04-01,"23:15","","23.812","0","45.721","0","29.64","0","83","0","5.91","0","3.716","0","7.63","0","6.71","0","1.33","0","48.02","16.08"
2025-04-01,"23:30","","23.735","0","46.239","0","30.02","0","82.7","0","5.89","0","3.764","0","7.64","0","6.67","0","1.32","0","44.97","15.07"
2025-04-01,"23:45","","23.652","0","46.709","0","30.36","0","82.6","0","5.88","0","3.802","0","7.66","0","6.43","0","1.35","0","42.87","14.36"
2025-04-02,"00:00","","23.593","0","47.039","0","30.6","0","83.2","0","5.92","0","3.842","0","7.67","0","5.94","0","1.32","0","41.22","13.82"
2025-04-02,"00:15","","23.484","0","47.486","0","30.93","0","83","0","5.91","0","3.874","0","7.69","0","5.44","0","1.15","0","39.36","13.19"
2025-04-02,"00:30","","23.405","0","47.853","0","31.2","0","83.1","0","5.91","0","3.899","0","7.71","0","4.98","0","1.16","0","37.55","12.59"
2025-04-02,"00:45","","23.312","0","48.224","0","31.47","0","82.9","0","5.9","0","3.914","0","7.72","0","4.47","0","1.17","0","35.46","11.89"
2025-04-02,"01:00","","23.256","0","48.491","0","31.67","0","81.6","0","5.8","0","3.915","0","7.72","0","4.24","0","0.95","0","34.2","11.47"
2025-04-02,"01:15","","23.236","0","48.571","0","31.72","0","76.1","0","5.42","0","3.899","0","7.7","0","4.24","0","0.71","0","33.57","11.26"
2025-04-02,"01:30","","23.256","0","48.512","0","31.68","0","54.4","0","3.87","0","3.86","0","7.6","0","2.35","0","0.62","0","31.67","10.63"
2025-04-02,"01:45","","23.275","0","47.842","0","31.19","0","74.5","0","5.31","0","3.804","0","7.71","0","4.06","0","1","0","32.4","10.87"
2025-04-02,"02:00","","23.297","0","48.275","0","31.51","0","83.6","0","5.95","0","3.74","0","7.71","0","4.6","0","1.26","0","34.85","11.69"
2025-04-02,"02:15","","23.416","0","47.712","0","31.09","0","83.7","0","5.96","0","3.676","0","7.7","0","6.13","0","1.28","0","37.36","12.53"
2025-04-02,"02:30","","23.515","0","47.11","0","30.65","0","83.1","0","5.92","0","3.618","0","7.69","0","6.21","0","1.29","0","40.1","13.44"
2025-04-02,"02:45","","23.652","0","46.228","0","30.01","0","82.4","0","5.88","0","3.554","0","7.66","0","7.29","0","1.37","0","44.35","14.86"
2025-04-02,"03:00","","23.736","0","45.505","0","29.49","0","81","0","5.78","0","3.48","0","7.63","0","8.2","0","1.31","0","47.55","15.93"
2025-04-02,"03:15","","23.822","0","44.795","0","28.97","0","80.7","0","5.77","0","3.394","0","7.6","0","9.26","0","1.39","0","51.09","17.11"
2025-04-02,"03:30","","23.87","0","44.575","0","28.81","0","80.3","0","5.75","0","3.316","0","7.59","0","8.68","0","1.38","0","51.98","17.4"
2025-04-02,"03:45","","23.903","0","44.258","0","28.58","0","80","0","5.73","0","3.24","0","7.58","0","10.01","0","1.48","0","53.48","17.9"
2025-04-02,"04:00","","23.936","0","43.847","0","28.29","0","79.5","0","5.7","0","3.154","0","7.57","0","11.02","0","1.51","0","55.69","18.64"
2025-04-02,"04:15","","23.977","0","43.515","0","28.05","0","78.6","0","5.64","0","3.064","0","7.55","0","8.81","0","1.47","0","56.89","19.04"
2025-04-02,"04:30","","24.022","0","43.208","0","27.83","0","78.2","0","5.61","0","2.974","0","7.54","0","8","0","1.42","0","59.28","19.84"
2025-04-02,"04:45","","24.062","0","42.892","0","27.6","0","77.5","0","5.56","0","2.873","0","7.52","0","9.45","0","1.43","0","59.94","20.06"
2025-04-02,"05:00","","24.083","0","42.58","0","27.38","0","76.4","0","5.49","0","2.772","0","7.51","0","9.78","0","1.47","0","61.43","20.56"
2025-04-02,"05:15","","24.072","0","42.38","0","27.23","0","75.5","0","5.43","0","2.662","0","7.49","0","11.24","0","1.55","0","61.9","20.71"
2025-04-02,"05:30","","24.082","0","42.163","0","27.08","0","74.5","0","5.36","0","2.561","0","7.48","0","10.73","0","1.5","0","63.11","21.12"
2025-04-02,"05:45","","24.08","0","41.979","0","26.95","0","73.6","0","5.3","0","2.455","0","7.46","0","10.55","0","1.49","0","63.81","21.35"
2025-04-02,"06:00","","24.069","0","41.783","0","26.81","0","72.1","0","5.2","0","2.362","0","7.45","0","10.62","0","1.53","0","65.01","21.75"
2025-04-02,"06:15","","24.074","0","41.592","0","26.67","0","71.2","0","5.14","0","2.28","0","7.43","0","9.43","0","1.5","0","67.21","22.49"
2025-04-02,"06:30","","24.067","0","39.503","0","25.19","0","70.3","0","5.11","0","2.218","0","7.42","0","8.52","0","1.47","0","67.59","22.61"
2025-04-02,"06:45","","24.065","0","41.316","0","26.47","0","68.1","0","4.92","0","2.17","0","7.4","0","7.69","0","1.38","0","69.51","23.25"
2025-04-02,"07:00","","24.052","0","41.25","0","26.43","0","62.9","0","4.55","0","2.176","0","7.38","0","5.38","0","1.3","0","68.71","22.98"
2025-04-02,"07:15","","24.047","0","41.237","0","26.42","0","51.6","0","3.73","0","2.227","0","7.34","0","8.62","0","1.23","0","64.7","21.65"
2025-04-02,"07:30","","23.992","0","41.321","0","26.48","0","66.5","0","4.81","0","2.309","0","7.37","0","6.46","0","1.34","0","70.62","23.62"
2025-04-02,"07:45","","23.944","0","41.903","0","26.9","0","68.7","0","4.96","0","2.405","0","7.41","0","8.36","0","1.27","0","67.59","22.61"
2025-04-02,"08:00","","23.946","0","41.964","0","26.94","0","70","0","5.05","0","2.497","0","7.42","0","9.42","0","1.3","0","66.65","22.3"
2025-04-02,"08:15","","23.948","0","42.132","0","27.06","0","70.9","0","5.12","0","2.585","0","7.43","0","9.53","0","1.22","0","66.12","22.12"
2025-04-02,"08:30","","23.941","0","42.337","0","27.21","0","71.4","0","5.15","0","2.669","0","7.44","0","8.19","0","1.23","0","65.27","21.84"
2025-04-02,"08:45","","23.944","0","42.558","0","27.36","0","72.3","0","5.21","0","2.743","0","7.45","0","7.54","0","1.2","0","64.02","21.42"
2025-04-02,"09:00","","23.905","0","42.737","0","27.49","0","71.7","0","5.17","0","2.824","0","7.45","0","11.41","0","1.34","0","62.18","20.81"
2025-04-02,"09:15","","23.893","0","43.002","0","27.68","0","72.7","0","5.23","0","2.897","0","7.46","0","7.7","0","1.23","0","61.98","20.74"
2025-04-02,"09:30","","23.918","0","43.171","0","27.8","0","74.2","0","5.33","0","2.969","0","7.47","0","11.71","0","1.18","0","61.08","20.44"
2025-04-02,"09:45","","23.917","0","43.37","0","27.95","0","74.7","0","5.36","0","3.048","0","7.48","0","6.8","0","1.18","0","60.54","20.26"
2025-04-02,"10:00","","23.92","0","43.51","0","28.05","0","75.1","0","5.4","0","3.116","0","7.49","0","6.61","0","1.15","0","59.99","20.08"
2025-04-02,"10:15","","23.941","0","43.736","0","28.21","0","76","0","5.45","0","3.179","0","7.5","0","7.89","0","1.28","0","58.15","19.46"
2025-04-02,"10:30","","23.937","0","44.023","0","28.41","0","76.3","0","5.47","0","3.248","0","7.51","0","8.36","0","1.18","0","56.72","18.99"
2025-04-02,"10:45","","23.954","0","44.211","0","28.55","0","77.2","0","5.52","0","3.309","0","7.52","0","6.95","0","1.18","0","55.9","18.71"
2025-04-02,"11:00","","23.978","0","44.428","0","28.7","0","78.1","0","5.58","0","3.369","0","7.53","0","7.08","0","1.11","0","54.19","18.14"
2025-04-02,"11:15","","23.981","0","44.66","0","28.87","0","78","0","5.57","0","3.427","0","7.54","0","7.72","0","1.2","0","53.49","17.91"
2025-04-02,"11:30","","23.989","0","45.049","0","29.15","0","79","0","5.63","0","3.485","0","7.56","0","7.04","0","1.17","0","51.59","17.27"
2025-04-02,"11:45","","23.965","0","45.299","0","29.33","0","78.4","0","5.58","0","3.54","0","7.57","0","6.59","0","1.13","0","50.81","17.01"
2025-04-02,"12:00","","23.958","0","45.573","0","29.53","0","79","0","5.62","0","3.577","0","7.58","0","6.16","0","1.1","0","49.27","16.5"
2025-04-02,"12:15","","23.972","0","45.754","0","29.66","0","78.1","0","5.55","0","3.61","0","7.58","0","8.34","0","1.04","0","46.79","15.67"
2025-04-02,"12:30","","23.993","0","45.876","0","29.75","0","77.9","0","5.53","0","3.634","0","7.58","0","4.77","0","1.03","0","47.98","16.07"
2025-04-02,"12:45","","24","0","45.994","0","29.84","0","77.2","0","5.48","0","3.648","0","7.59","0","4.2","0","0.98","0","47.24","15.82"
2025-04-02,"13:00","","24.048","0","45.984","0","29.83","0","73.3","0","5.2","0","3.655","0","7.56","0","4.15","0","0.78","0","46.98","15.74"
2025-04-02,"13:15","","24.133","0","45.997","0","29.83","0","55.2","0","3.91","0","3.648","0","7.49","0","2.93","0","0.51","0","43.97","14.73"
2025-04-02,"13:30","","24.126","0","46.013","0","29.85","0","55.8","0","3.95","0","3.623","0","7.51","0","3.03","0","0.68","0","43.53","14.58"
2025-04-02,"13:45","","24.328","0","45.974","0","29.81","0","80","0","5.65","0","3.576","0","7.6","0","2.97","0","1.11","0","45.49","15.24"
2025-04-02,"14:00","","24.314","0","45.867","0","29.74","0","83.4","0","5.89","0","3.517","0","7.61","0","4.06","0","1.2","0","46.31","15.51"
2025-04-02,"14:15","","24.401","0","45.634","0","29.57","0","84.6","0","5.97","0","3.448","0","7.6","0","5.9","0","1.32","0","47.64","15.96"
2025-04-02,"14:30","","24.371","0","45.235","0","29.28","0","83.1","0","5.88","0","3.375","0","7.59","0","6.04","0","1.29","0","49.85","16.69"
2025-04-02,"14:45","","24.412","0","44.751","0","28.93","0","82.2","0","5.82","0","3.307","0","7.57","0","5.88","0","1.32","0","52.3","17.51"
2025-04-02,"15:00","","24.779","0","44.253","0","28.56","0","84.9","0","5.99","0","3.235","0","7.57","0","5.45","0","1.39","0","54.43","18.22"
2025-04-02,"15:15","","24.861","0","43.943","0","28.34","0","84.5","0","5.96","0","3.161","0","7.56","0","5.84","0","1.44","0","55.98","18.74"
2025-04-02,"15:30","","24.787","0","43.881","0","28.3","0","83.9","0","5.92","0","3.082","0","7.55","0","7.6","0","1.51","0","55.56","18.6"
2025-04-02,"15:45","","24.849","0","43.7","0","28.16","0","83.9","0","5.92","0","2.999","0","7.55","0","8.43","0","1.53","0","56.1","18.78"
2025-04-02,"16:00","","24.972","0","43.503","0","28.02","0","84.6","0","5.97","0","2.913","0","7.54","0","8.91","0","1.62","0","57.17","19.14"
2025-04-02,"16:15","","25.101","0","43.33","0","27.89","0","85.8","0","6.04","0","2.818","0","7.54","0","10.69","0","1.74","0","57.63","19.29"
2025-04-02,"16:30","","25.131","0","43.128","0","27.75","0","85.8","0","6.04","0","2.724","0","7.54","0","8.43","0","1.75","0","58.62","19.62"
2025-04-02,"16:45","","25.152","0","42.992","0","27.65","0","84.5","0","5.95","0","2.615","0","7.52","0","8.54","0","1.7","0","59.65","19.96"
2025-04-02,"17:00","","25.198","0","42.813","0","27.52","0","84.1","0","5.92","0","2.505","0","7.5","0","8.24","0","1.75","0","60.99","20.41"
2025-04-02,"17:15","","25.318","0","42.623","0","27.38","0","84.5","0","5.94","0","2.398","0","7.51","0","8.4","0","1.67","0","61.61","20.62"
2025-04-02,"17:30","","25.445","0","42.448","0","27.25","0","85.2","0","5.98","0","2.305","0","7.51","0","7.82","0","1.75","0","61.79","20.67"
2025-04-02,"17:45","","25.577","0","42.312","0","27.15","0","84.8","0","5.95","0","2.222","0","7.5","0","9.08","0","1.81","0","62.09","20.78"
2025-04-02,"18:00","","25.719","0","42.196","0","27.07","0","84.5","0","5.91","0","2.151","0","7.5","0","10.16","0","1.77","0","61.13","20.46"
2025-04-02,"18:15","","25.852","0","42.151","0","27.03","0","85.7","0","5.99","0","2.094","0","7.5","0","12.5","0","1.83","0","61.14","20.46"
2025-04-02,"18:30","","25.934","0","42.103","0","27","0","85.6","0","5.97","0","2.072","0","7.5","0","12.55","0","1.93","0","62.44","20.89"
2025-04-02,"18:45","","25.964","0","42.054","0","26.96","0","84.1","0","5.87","0","2.085","0","7.5","0","9.33","0","1.79","0","62.67","20.97"
2025-04-02,"19:00","","25.993","0","42.251","0","27.1","0","83.2","0","5.79","0","2.13","0","7.49","0","4.67","0","1.59","0","63.71","21.32"
2025-04-02,"19:15","","25.966","0","42.132","0","27.02","0","88","0","6.13","0","2.21","0","7.51","0","3.64","0","1.55","0","66.83","22.36"
2025-04-02,"19:30","","25.925","0","42.149","0","27.03","0","89.2","0","6.22","0","2.302","0","7.52","0","4.56","0","1.61","0","66.32","22.19"
2025-04-02,"19:45","","25.876","0","42.394","0","27.21","0","90","0","6.27","0","2.402","0","7.54","0","5.49","0","1.58","0","65.38","21.87"
2025-04-02,"20:00","","25.712","0","42.663","0","27.4","0","89.4","0","6.24","0","2.505","0","7.54","0","7.52","0","1.66","0","63.17","21.14"
2025-04-02,"20:15","","25.552","0","42.771","0","27.48","0","88.5","0","6.2","0","2.597","0","7.54","0","7.48","0","1.65","0","62.52","20.92"
2025-04-02,"20:30","","25.493","0","43.161","0","27.76","0","89.4","0","6.26","0","2.68","0","7.56","0","8.01","0","1.74","0","60.26","20.17"
2025-04-02,"20:45","","25.425","0","43.27","0","27.84","0","88.7","0","6.21","0","2.763","0","7.56","0","10.49","0","1.85","0","59.45","19.9"
2025-04-02,"21:00","","25.444","0","43.503","0","28.01","0","89.6","0","6.27","0","2.846","0","7.57","0","7.76","0","1.62","0","59.68","19.97"
2025-04-02,"21:15","","25.809","0","44.032","0","28.38","0","91.9","0","6.37","0","2.927","0","7.6","0","8.3","0","1.73","0","57.18","19.14"
2025-04-02,"21:30","","25.511","0","43.941","0","28.32","0","90","0","6.27","0","2.998","0","7.59","0","8.22","0","1.69","0","56.88","19.04"
