Deploy Date,Deploy Time,Retrieve Date,Retrieve Time,Sonde Model Number (Nickname),pH Model Number,rpDO Model Number,roxDO Model Number,Turb Model Number,Cond Model Number,Chloro Model Number,EXO Model Number
01/07/2026,11:00,01/21/2026,14:00,EXO2 (Davy Jones),577602,,599100-01,599101-01,599827,599103-01,599090-01
01/21/2026,14:15,02/04/2026,13:00,EXO2 (Sparrow),599702,,599100-01,599101-01,599827,599103-01,599090-01
02/04/2026,13:15,02/18/2026,10:45,EXO2 (Davy Jones),577602,,599100-01,599101-01,599827,599103-01,599090-01
02/18/2026,11:00,03/04/2026,13:00,EXO2 (Sparrow),599702,,599100-01,599101-01,599827,599103-01,599090-01
03/04/2026,13:30,03/17/2026,09:45,EXO2 (Davy Jones),577602,,599100-01,599101-01,599827,599103-01,599090-01
03/17/2026,10:00,,,EXO2 (Sparrow),599702,,599100-01,599101-01,599827,599103-01,599090-01

Deploy Date,Sonde Nickname,SpCond,RPDO1,RPDO2,ROXDO1,ROXDO2,pH7,pH10,pH4,Turb,Turb,Depth,Level,CHL(0),CHL(118)
01/07/2026,Davy Jones,49.997(50.0),,,100.8,100.8,7.02,10.03,3.95,0.11(0.0),(124.0),(0.102),-0.977(-0.967),0.06,
01/21/2026,Sparrow,49.951(50.0),,,101.7,101.5,7.07,10.09,4.02,0.12(0.0),(124.0),(0.029),-1.053(-1.04),-0.05,
02/04/2026,Davy Jones,49.573(50.0),,,100.1,100.3,7.08,10.07,4.04,0.11(0.0),123.5(124.0),(0.042),-1.028(-1.027),0.04,65.85
02/18/2026,Sparrow,49.87(50.0),,,98.9,98.5,7.1,10.09,4.03,0.32(0.0),126.5(124.0),(0.107),-0.942(-0.962),-0.03,65.72
03/04/2026,Davy Jones,49.99(50.0),,,100.3,100.2,7.08,10.05,4.07,0.03(0.0),125.3(124.0),(0.091),-0.993(-0.978),-0.06,67.23
03/17/2026,Sparrow,(50.0),,,,,,,,(0.0),(124.0),(0.0),(0.0),,
