"station_code","fullstationname","datetimestamp","monitoringprogram","rep","WTEM_N","F_WTEM_N","SALT_N","F_SALT_N","DO_N_","F_DO_N_","DO_N","F_DO_N","PH_N","F_PH_N","SECCHI","F_SECCHI","TDEP_N","F_TDEP_N"
"gtmpcnut","gtmpcnut2.5","2025-08-19 19:30:00","2","5","33.880000000000003",NA,"19.420000000000002",NA,NA,NA,"5.7",NA,"7.5",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.6","2025-08-19 22:00:00","2","6","33.08",NA,"27.99",NA,NA,NA,"5.62",NA,"7.83",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.7","2025-08-20 00:30:00","2","7","32.935000000000002",NA,"23.12",NA,NA,NA,"5.01",NA,"7.62",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.8","2025-08-20 03:00:00","2","8","32.137",NA,"13.79",NA,NA,NA,"3.55",NA,"7.14",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.9","2025-08-20 05:30:00","2","9","31.675999999999998",NA,"12.59",NA,NA,NA,"3.51",NA,"7.07",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.10","2025-08-20 08:00:00","2","10","31.141999999999999",NA,"22.43",NA,NA,NA,"3.18",NA,"7.29",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.11","2025-08-20 10:30:00","2","11","30.913",NA,"26.21",NA,NA,NA,"3.02",NA,"7.48",NA,NA,NA,NA,NA
"gtmpinut","gtmpinut1.1","2025-09-08 12:47:00","1","1","29.187999999999999",NA,"23.92",NA,"4.6399999999999997",NA,NA,NA,"7.53",NA,"0.8",NA,"16.7",NA
"gtmpinut","gtmpinut1.2","2025-09-08 12:50:00","1","2","29.187999999999999",NA,"23.92",NA,"4.6399999999999997",NA,NA,NA,"7.53",NA,"0.8",NA,"16.7",NA
"gtmssnut","gtmssnut1.1","2025-09-08 11:35:00","1","1","29.02",NA,"31.64",NA,"6.63",NA,NA,NA,"8.02",NA,"1",NA,"24.2",NA
"gtmssnut","gtmssnut1.2","2025-09-08 11:37:00","1","2","29.02",NA,"31.64",NA,"6.63",NA,NA,NA,"8.02",NA,"1",NA,"24.2",NA
"gtmfmnut","gtmfmnut1.1","2025-09-08 10:37:00","1","1","29.22",NA,"31.96",NA,"5.87",NA,NA,NA,"7.94",NA,"1.2",NA,"13.8",NA
"gtmfmnut","gtmfmnut1.2","2025-09-08 10:39:00","1","2","29.22",NA,"31.96",NA,"5.87",NA,NA,NA,"7.94",NA,"1.2",NA,"13.8",NA
"gtmpcnut","gtmpcnut1.1","2025-09-08 13:58:00","1","1","28.7",NA,"21.56",NA,"4.5999999999999996",NA,NA,NA,"7.23",NA,"0.45",NA,"2.5",NA
"gtmpcnut","gtmpcnut1.2","2025-09-08 14:01:00","1","2","28.7",NA,"21.56",NA,"4.5999999999999996",NA,NA,NA,"7.23",NA,"0.45",NA,"2.5",NA
"gtmpcnut","gtmpcnut2.1","2025-09-22 09:30:00","2","1","27.045000000000002",NA,"7.93",NA,NA,NA,"3.68",NA,"6.81",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.2","2025-09-22 12:00:00","2","2","28.652000000000001",NA,"21.46",NA,NA,NA,"4.5199999999999996",NA,"7.46",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.3","2025-09-22 14:30:00","2","3","28.928999999999998",NA,"21.57",NA,NA,NA,"4.54",NA,"7.46",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.4","2025-09-22 17:00:00","2","4","29.082000000000001",NA,"10.35",NA,NA,NA,"3.61",NA,"6.89",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.5","2025-09-22 19:30:00","2","5","28.021000000000001",NA,"4.28",NA,NA,NA,"3.59",NA,"6.67",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.6","2025-09-22 22:00:00","2","6","28.577999999999999",NA,"9.84",NA,NA,NA,"3.72",NA,"6.85",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.7","2025-09-23 00:30:00","2","7","28.843",NA,"18.63",NA,NA,NA,"4.57",NA,"7.29",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.8","2025-09-23 03:00:00","2","8","28.783000000000001",NA,"17.510000000000002",NA,NA,NA,"4.26",NA,"7.22",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.9","2025-09-23 05:30:00","2","9","27.64",NA,"8.19",NA,NA,NA,"3.42",NA,"6.81",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.10","2025-09-23 08:00:00","2","10","26.914000000000001",NA,"4.2699999999999996",NA,NA,NA,"3.29",NA,"6.66",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.11","2025-09-23 10:30:00","2","11","27.763999999999999",NA,"11.84",NA,NA,NA,"3.27",NA,"6.88",NA,NA,NA,NA,NA
"gtmpinut","gtmpinut1.1","2025-10-07 13:17:00","1","1","25.962",NA,"26.53",NA,"5.66",NA,NA,NA,"7.6",NA,"1.2",NA,"16.7",NA
"gtmpinut","gtmpinut1.2","2025-10-07 13:20:00","1","2","25.962",NA,"26.53",NA,"5.66",NA,NA,NA,"7.6",NA,"1.2",NA,"16.7",NA
"gtmssnut","gtmssnut1.1","2025-10-07 11:54:00","1","1","26.536000000000001",NA,"32.69",NA,"6.89",NA,NA,NA,"7.98",NA,"0.9",NA,"26.1",NA
"gtmssnut","gtmssnut1.2","2025-10-07 11:57:00","1","2","26.536000000000001",NA,"32.69",NA,"6.89",NA,NA,NA,"7.98",NA,"0.9",NA,"26.1",NA
"gtmfmnut","gtmfmnut1.1","2025-10-07 10:35:00","1","1","26.065000000000001",NA,"33.270000000000003",NA,"7.01",NA,NA,NA,"8.0299999999999994",NA,"0.9",NA,"14.8",NA
"gtmfmnut","gtmfmnut1.2","2025-10-07 10:38:00","1","2","26.065000000000001",NA,"33.270000000000003",NA,"7.01",NA,NA,NA,"8.0299999999999994",NA,"0.9",NA,"14.8",NA
"gtmpcnut","gtmpcnut1.1","2025-10-07 13:42:00","1","1","26.2",NA,"10.29",NA,"5.84",NA,NA,NA,"6.97",NA,"0.3",NA,"2.7",NA
"gtmpcnut","gtmpcnut1.2","2025-10-07 13:45:00","1","2","26.2",NA,"10.29",NA,"5.84",NA,NA,NA,"6.97",NA,"0.3",NA,"2.7",NA
"gtmpcnut","gtmpcnut2.1","2025-10-20 09:30:00","2","1","22.79",NA,"8.67",NA,NA,NA,"3.88",NA,"6.83",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.2","2025-10-20 12:00:00","2","2","24.012",NA,"17.11",NA,NA,NA,"5.14",NA,"7.31",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.3","2025-10-20 14:30:00","2","3","23.863",NA,"13.24",NA,NA,NA,"4.7300000000000004",NA,"7.13",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.4","2025-10-20 17:00:00","2","4","23.433",NA,"2.64",NA,NA,NA,"4.58",NA,"6.7",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.5","2025-10-20 19:30:00","2","5","23.298999999999999",NA,"1.9",NA,NA,NA,"4.54",NA,"6.59",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.6","2025-10-20 22:00:00","2","6","23.975999999999999",NA,"8.85",NA,NA,NA,"4.53",NA,"6.89",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.7","2025-10-21 00:30:00","2","7","24.213000000000001",NA,"14.2",NA,NA,NA,"4.84",NA,"7.16",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.8","2025-10-21 03:00:00","2","8","23.08",NA,"6.09",NA,NA,NA,"4.46",NA,"6.84",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.9","2025-10-21 05:30:00","2","9","21.805",NA,"1.0900000000000001",NA,NA,NA,"4.53",NA,"6.65",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.10","2025-10-21 08:00:00","2","10","21.780999999999999",NA,"2.4700000000000002",NA,NA,NA,"4.5",NA,"6.6",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.11","2025-10-21 10:30:00","2","11","23.053999999999998",NA,"12.92",NA,NA,NA,"4.42",NA,"7.06",NA,NA,NA,NA,NA
"gtmpinut","gtmpinut1.1","2025-11-05 12:04:00","1","1","20",NA,"21.22",NA,"6.16",NA,NA,NA,"7.51",NA,"0.8",NA,"16.2",NA
"gtmpinut","gtmpinut1.2","2025-11-05 12:06:00","1","2","20",NA,"21.22",NA,"6.16",NA,NA,NA,"7.51",NA,"0.8",NA,"16.2",NA
"gtmssnut","gtmssnut1.1","2025-11-05 10:23:00","1","1","21.1",NA,"32.53",NA,"7.07",NA,NA,NA,"7.93",NA,"0.7",NA,"25.1",NA
"gtmssnut","gtmssnut1.2","2025-11-05 10:26:00","1","2","21.1",NA,"32.53",NA,"7.07",NA,NA,NA,"7.93",NA,"0.7",NA,"25.1",NA
"gtmfmnut","gtmfmnut1.1","2025-11-05 09:06:00","1","1","21",NA,"33.25",NA,"6.92",NA,NA,NA,"7.94",NA,"0.7",NA,"14",NA
"gtmfmnut","gtmfmnut1.2","2025-11-05 09:08:00","1","2","21",NA,"33.25",NA,"6.92",NA,NA,NA,"7.94",NA,"0.7",NA,"14",NA
"gtmpcnut","gtmpcnut1.1","2025-11-05 12:02:00","1","1","20.692",NA,"24.66",NA,"6.56",NA,NA,NA,"7.71",NA,"0.85",NA,"2.1",NA
"gtmpcnut","gtmpcnut1.2","2025-11-05 12:09:00","1","2","20.692",NA,"24.66",NA,"6.56",NA,NA,NA,"7.71",NA,"0.85",NA,"2.1",NA
"gtmpcnut","gtmpcnut2.1","2025-11-18 09:30:00","2","1","19.12",NA,"25.82",NA,NA,NA,"6.47",NA,"7.9",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.2","2025-11-18 12:00:00","2","2","19.420999999999999",NA,"26.63",NA,NA,NA,"6.51",NA,"7.92",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.3","2025-11-18 14:30:00","2","3","20.151",NA,"18.309999999999999",NA,NA,NA,"6.63",NA,"7.64",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.4","2025-11-18 17:00:00","2","4","20.178999999999998",NA,"15.71",NA,NA,NA,"6.48",NA,"7.53",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.5","2025-11-18 19:30:00","2","5","20.347999999999999",NA,"17.95",NA,NA,NA,"6.7",NA,"7.61",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.6","2025-11-18 22:00:00","2","6","20.443000000000001",NA,"23.46",NA,NA,NA,"6.43",NA,"7.72",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.7","2025-11-19 00:30:00","2","7","20.035",NA,"19.28",NA,NA,NA,"6.36",NA,"7.63",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.8","2025-11-19 03:00:00","2","8","19.866",NA,"17.91",NA,NA,NA,"6.16",NA,"7.55",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.9","2025-11-19 05:30:00","2","9","19.315000000000001",NA,"14.4",NA,NA,NA,"6.2",NA,"7.45",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.10","2025-11-19 08:00:00","2","10","19.137",NA,"19.07",NA,NA,NA,"6.07",NA,"7.56",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.11","2025-11-19 10:30:00","2","11","19.324000000000002",NA,"25.55",NA,NA,NA,"6.25",NA,"7.79",NA,NA,NA,NA,NA
"gtmpinut","gtmpinut1.1","2025-12-03 10:46:00","1","1","18.899999999999999",NA,"25.29",NA,"6.65",NA,NA,NA,"7.64",NA,"1",NA,"17.2",NA
"gtmpinut","gtmpinut1.2","2025-12-03 10:48:00","1","2","18.899999999999999",NA,"25.29",NA,"6.65",NA,NA,NA,"7.64",NA,"1",NA,"17.2",NA
"gtmssnut","gtmssnut1.1","2025-12-03 09:10:00","1","1","19.3",NA,"33.6",NA,"6.79",NA,NA,NA,"7.94",NA,"0.8",NA,"28.5",NA
"gtmssnut","gtmssnut1.2","2025-12-03 09:12:00","1","2","19.3",NA,"33.6",NA,"6.79",NA,NA,NA,"7.94",NA,"0.8",NA,"28.5",NA
"gtmfmnut","gtmfmnut1.1","2025-12-03 07:57:00","1","1","20.399999999999999",NA,"34.1",NA,"6.66",NA,NA,NA,"7.8",NA,"0.9",NA,"13.7",NA
"gtmfmnut","gtmfmnut1.2","2025-12-03 07:59:00","1","2","20.399999999999999",NA,"34.1",NA,"6.66",NA,NA,NA,"7.8",NA,"0.9",NA,"13.7",NA
"gtmpcnut","gtmpcnut1.1","2025-12-03 10:48:00","1","1","19.945",NA,"29.36",NA,"6",NA,NA,NA,"7.81",NA,"0.5",NA,"2.7",NA
"gtmpcnut","gtmpcnut1.2","2025-12-03 10:52:00","1","2","19.945",NA,"29.36",NA,"6",NA,NA,NA,"7.81",NA,"0.5",NA,"2.7",NA
"gtmpcnut","gtmpcnut2.1","2025-12-16 09:30:00","2","1","13.186999999999999",NA,"24.77",NA,NA,NA,"7.94",NA,"7.95",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.2","2025-12-16 12:00:00","2","2","14.117000000000001",NA,"20.11",NA,NA,NA,"8",NA,"7.84",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.3","2025-12-16 14:30:00","2","3","14.798999999999999",NA,"17.8",NA,NA,NA,"8.06",NA,"7.79",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.4","2025-12-16 17:00:00","2","4","15.682",NA,"15.82",NA,NA,NA,"8.4",NA,"7.77",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.5","2025-12-16 19:30:00","2","5","15.737",NA,"17.66",NA,NA,NA,"8.58",NA,"7.83",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.6","2025-12-16 22:00:00","2","6","15.492000000000001",NA,"19.32",NA,NA,NA,"8.4",NA,"7.85",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.7","2025-12-17 00:30:00","2","7","15.538",NA,"18.82",NA,NA,NA,"8.0500000000000007",NA,"7.81",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.8","2025-12-17 03:00:00","2","8","15.637",NA,"17.48",NA,NA,NA,"7.99",NA,"7.77",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.9","2025-12-17 05:30:00","2","9","15.153",NA,"12.34",NA,NA,NA,"7.89",NA,"7.65",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.10","2025-12-17 08:00:00","2","10","14.84",NA,"20.78",NA,NA,NA,"7.65",NA,"7.82",NA,NA,NA,NA,NA
"gtmpcnut","gtmpcnut2.11","2025-12-17 10:30:00","2","11","14.87",NA,"25.25",NA,NA,NA,"7.56",NA,"7.95",NA,NA,NA,NA,NA
