Deploy Date,Deploy Time,Retrieve Date,Retrieve Time,Sonde Model Number (Nickname),pH Model Number,rpDO Model Number,roxDO Model Number,Turb Model Number,Cond Model Number,Chloro Model Number,EXO Model Number
01/09/2026,09:45,01/21/2026,14:15,EXO2 (Irma),577602,,599100-01,599101-01,599827,599103-01,599090-01
01/21/2026,14:30,02/04/2026,14:30,EXO2 (Matthew),577602,,599100-01,599101-01,599827,599103-01,599090-01
02/04/2026,14:45,03/04/2026,12:45,EXO2 (Irma),577602,,599100-01,599101-01,599827,599103-01,599090-01
03/04/2026,13:00,03/27/2026,08:30,EXO2 (Matthew),577602,,599100-01,599101-01,599827,599103-01,599090-01
03/27/2026,08:45,,,EXO2 (Irma),577602,,599100-01,599101-01,599827,599103-01,599090-01

Deploy Date,Sonde Nickname,SpCond,RPDO1,RPDO2,ROXDO1,ROXDO2,pH7,pH10,pH4,Turb,Turb,Depth,Level,CHL(0),CHL(118)
01/09/2026,Irma,50.032(50.0),,,104.2,104.3,7.11,10.06,4.05,-0.02(0.0),(124.0),0.112(0.12),(0.0),-0.19,
01/21/2026,Matthew,49.955(50.0),,,100.9,100.9,7.09,10.07,4.06,0.13(0.0),(124.0),0.026(0.034),(0.0),-0.18,
02/04/2026,Irma,49.505(50.0),,,103.0,103.0,7.12,10.09,4.07,0.07(0.0),124.73(124.0),0.14(0.126),(0.0),0.11,63.93
03/04/2026,Matthew,49.95(50.0),,,101.1,101.0,7.08,10.05,4.05,-0.02(0.0),123.65(124.0),0.122(0.124),(0.0),-0.07,64.93
03/27/2026,Irma,(50.0),,,,,,,,(0.0),(124.0),(0.0),(0.0),,
