Date,Time,F_Record,FILENAME,SITENAME,USERID,FAULTCODE,SpCond,F_SpCond,Sal,F_Sal,Depth,F_Depth,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,fDOMQSU,fDOMRFU,pH,F_pH,pHmV,BATTERY,Temp,F_Temp,Turb,F_Turb,WIPERPOSITIONVOLT,ChlorophyllRFU,ChlFluor,F_ChlFluor
10/7/2025,11:30, ,gtmsswq_16J102351_100725_070000.bin,San Sebastian,default user,0,48.264,<0> (CND),31.42,<0> (CND),5.675,<0> (CND),91.5,<0> (CND),6.14,<0> (CND),25.72,9.16,7.9,<0> (CND),-80.4,6.11,26.72,<0> (CND),8.82,<0> (CND),1.197,1.05,4.43,<0> (CND)
10/7/2025,11:45, ,gtmsswq_16J102351_100725_070000.bin,San Sebastian,default user,0,48.159,0,31.34,0,5.582,0,92.8,0,6.21,0,26.05,9.28,7.9,0,-80.2,6.12,26.957,0,8.21,0,1.194,0.98,4.12,0
10/7/2025,12:00, ,gtmsswq_16J102351_100725_070000.bin,San Sebastian,default user,0,47.726,0,31.03,0,5.495,0,91.9,0,6.17,0,29.33,10.39,7.89,0,-79.4,6.12,26.872,0,10.13,0,1.209,1.08,4.55,0
10/7/2025,12:15, ,gtmsswq_16J102351_100725_070000.bin,San Sebastian,default user,0,47.074,0,30.55,0,5.411,0,87.8,0,5.91,0,33.1,11.68,7.84,0,-76.7,6.12,26.867,0,12.11,0,1.206,1.14,4.76,0
10/7/2025,12:30, ,gtmsswq_16J102351_100725_070000.bin,San Sebastian,default user,0,46.696,0,30.28,0,5.326,0,87,0,5.85,0,35.66,12.55,7.82,0,-75.3,6.11,26.993,0,11.88,0,1.202,1.11,4.67,0
10/7/2025,12:45, ,gtmsswq_16J102351_100725_070000.bin,San Sebastian,default user,0,45.55,0,29.45,0,5.252,0,82.2,0,5.56,0,43.19,15.11,7.76,0,-71.6,6.11,26.948,0,12.73,0,1.201,1.21,5.06,0
10/7/2025,13:00, ,gtmsswq_16J102351_100725_070000.bin,San Sebastian,default user,0,45.09,0,29.11,0,5.172,0,82.1,0,5.55,0,45.44,15.88,7.74,0,-70.8,6.1,27.047,0,14.01,0,1.208,1.29,5.4,0
10/7/2025,13:15, ,gtmsswq_16J102351_100725_070000.bin,San Sebastian,default user,0,45.213,0,29.2,0,5.091,0,83.6,0,5.64,0,44.52,15.57,7.75,0,-71.3,6.1,27.179,0,13.02,0,1.205,1.28,5.34,0
10/7/2025,13:30, ,gtmsswq_16J102351_100725_070000.bin,San Sebastian,default user,0,44.149,0,28.43,0,5.033,0,80.2,0,5.44,0,50.99,17.77,7.7,0,-68.4,6.1,27.149,0,13.76,0,1.205,1.33,5.56,0
10/7/2025,13:45, ,gtmsswq_16J102351_100725_070000.bin,San Sebastian,default user,0,43.831,0,28.2,0,4.968,0,79.1,0,5.37,0,52.61,18.32,7.69,0,-67.6,6.09,27.169,0,15.04,0,1.209,1.4,5.82,0
10/7/2025,14:00, ,gtmsswq_16J102351_100725_070000.bin,San Sebastian,default user,0,43.628,0,28.05,0,4.908,0,79.6,0,5.39,0,53.7,18.69,7.69,0,-67.5,6.08,27.321,0,14.45,0,1.2,1.41,5.86,0
10/7/2025,14:15, ,gtmsswq_16J102351_100725_070000.bin,San Sebastian,default user,0,43.271,0,27.8,0,4.862,0,80.5,0,5.45,0,55.49,19.3,7.68,0,-67,6.08,27.416,0,14.94,0,1.201,1.9,7.9,0
10/7/2025,14:30, ,gtmsswq_16J102351_100725_070000.bin,San Sebastian,default user,0,43.081,0,27.66,0,4.819,0,80.6,0,5.45,0,55.9,19.44,7.68,0,-66.8,6.07,27.515,0,16.36,0,1.2,1.61,6.71,0
10/7/2025,14:45, ,gtmsswq_16J102351_100725_070000.bin,San Sebastian,default user,0,42.702,0,27.38,0,4.792,0,79.4,0,5.37,0,58.31,20.26,7.66,0,-66.1,6.08,27.588,0,12.59,0,1.198,1.36,5.69,0
10/7/2025,15:00, ,gtmsswq_16J102351_100725_070000.bin,San Sebastian,default user,0,42.387,0,27.16,0,4.767,0,78.3,0,5.31,0,60.4,20.97,7.65,0,-65.3,6.07,27.564,0,11.48,0,1.2,1.38,5.74,0
10/7/2025,15:15, ,gtmsswq_16J102351_100725_070000.bin,San Sebastian,default user,0,44.878,0,28.95,0,4.764,0,83.3,0,5.6,0,48.44,16.9,7.7,0,-68.5,6.07,27.475,0,11.02,0,1.209,1.3,5.45,0
10/7/2025,15:30, ,gtmsswq_16J102351_100725_070000.bin,San Sebastian,default user,0,45.028,0,29.06,0,4.782,0,75.9,0,5.1,0,46.58,16.27,7.67,0,-66.7,6.08,27.404,0,15.84,0,1.208,1.56,6.49,0
10/7/2025,15:45, ,gtmsswq_16J102351_100725_070000.bin,San Sebastian,default user,0,45.214,0,29.19,0,4.832,0,79.4,0,5.33,0,47.01,16.41,7.68,0,-67.2,6.07,27.434,0,10.24,0,1.192,1.28,5.34,0
