DATE,TIME,F_Record,FILENAME,SITENAME,USERID,FAULTCODE,SpCond,F_SpCond,Sal,F_Sal,Depth,F_Depth,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,FDOMQSU,FDOMRFU,pH,F_pH,mVpH,BATTERY,Temp,F_Temp,Turb,F_Turb,WIPERPOSITIONVOLT,CHLOROPHYLLRFU,ChlFluor,F_ChlFluor
7/9/2025,8:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.701,<0> (CND),35.42,<0> (CND),5.36,<0> (CND),82.1,<0> (CND),5.37,<0> (CND),7.97,2.88,7.84,<0> (CND),-73.5,6.01,26.953,<0> (CND),4.65,<0> (CND),1.199,1.56,6.39,<0> (CND)
7/9/2025,9:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.699,0,35.42,0,5.297,0,80.2,0,5.24,0,7.95,2.88,7.83,0,-73.1,6.06,26.982,0,5.56,0,1.204,1.35,5.55,0
7/9/2025,9:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.684,0,35.41,0,5.222,0,79.2,0,5.17,0,8.02,2.9,7.82,0,-72.4,6.08,27.029,0,7.69,0,1.202,1.34,5.49,0
7/9/2025,9:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.467,0,35.24,0,5.158,0,75.3,0,4.9,0,9.38,3.36,7.78,0,-70,6.08,27.333,0,8.82,0,1.199,1.35,5.52,0
7/9/2025,9:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.272,0,35.08,0,5.103,0,71,0,4.6,0,10.55,3.75,7.73,0,-67,6.06,27.6,0,11.08,0,1.211,1.29,5.29,0
7/9/2025,10:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.154,0,34.99,0,5.043,0,69.6,0,4.5,0,11.51,4.07,7.7,0,-65.6,6.06,27.786,0,11.82,0,1.206,1.2,4.94,0
7/9/2025,10:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.033,0,34.9,0,4.961,0,69.8,0,4.5,0,12.34,4.35,7.69,0,-64.7,6.06,27.953,0,10.41,0,1.203,1.2,4.91,0
7/9/2025,10:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.958,0,34.83,0,4.882,0,67.5,0,4.35,0,13.01,4.58,7.67,0,-63.3,6.05,28.132,0,12.33,0,1.201,1.17,4.82,0
7/9/2025,10:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.932,0,34.81,0,4.827,0,67.7,0,4.35,0,13.32,4.68,7.66,0,-62.9,6.04,28.247,0,11.17,0,1.197,1.16,4.74,0
7/9/2025,11:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.773,0,34.69,0,4.781,0,66,0,4.23,0,14.33,5.02,7.64,0,-61.7,6.02,28.397,0,10,0,1.199,1.11,4.56,0
7/9/2025,11:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.74,0,34.66,0,4.718,0,66.9,0,4.28,0,14.58,5.11,7.64,0,-61.5,6.02,28.56,0,10.56,0,1.203,1.21,4.96,0
7/9/2025,11:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.668,0,34.6,0,4.673,0,65.8,0,4.2,0,15.05,5.26,7.62,0,-60.7,6.01,28.632,0,9.08,0,1.197,1.13,4.65,0
7/9/2025,11:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.694,0,34.62,0,4.605,0,65.5,0,4.17,0,15.15,5.3,7.62,0,-60.4,6.02,28.824,0,11.52,0,1.201,1.23,5.04,0
7/9/2025,12:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.564,0,34.52,0,4.566,0,63.5,0,4.04,0,15.85,5.53,7.6,0,-59.4,6.02,28.934,0,9.59,0,1.199,1.24,5.07,0
7/9/2025,12:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.563,0,34.51,0,4.507,0,64.4,0,4.09,0,15.7,5.48,7.6,0,-59.4,6.02,29.11,0,8.44,0,1.202,1.22,4.99,0
7/9/2025,12:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.475,0,34.44,0,4.488,0,61.4,0,3.89,0,16.7,5.82,7.58,0,-58,6.06,29.145,0,9.53,0,1.198,1.31,5.37,0
7/9/2025,12:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.422,0,34.41,0,4.453,0,59.6,0,3.78,0,17.03,5.93,7.57,0,-57.8,6.06,29.089,0,8.4,0,1.205,1.24,5.07,0
7/9/2025,13:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.33,0,34.34,0,4.434,0,60.2,0,3.82,0,17.25,6,7.57,0,-57.7,6.06,29.15,0,6.63,0,1.201,1.06,4.36,0
7/9/2025,13:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.24,0,34.27,0,4.402,0,61.9,0,3.93,0,17.96,6.24,7.58,0,-58.1,6.05,29.103,0,6.68,0,1.204,1.21,4.96,0
7/9/2025,13:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.231,0,34.27,0,4.4,0,64.9,0,4.13,0,16.83,5.86,7.6,0,-59.1,6.05,29.113,0,6.96,0,1.203,1.36,5.56,0
7/9/2025,13:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.286,0,34.31,0,4.398,0,60.3,0,3.83,0,16.28,5.68,7.58,0,-58.3,6.05,29.106,0,7.19,0,1.202,1.04,4.25,0
7/9/2025,14:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.315,0,34.34,0,4.432,0,64.6,0,4.11,0,16.75,5.83,7.6,0,-59.4,6.05,28.884,0,7.35,0,1.197,1.48,6.08,0
7/9/2025,14:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.401,0,34.4,0,4.491,0,66.4,0,4.24,0,15.57,5.44,7.62,0,-60.3,6.02,28.846,0,8.07,0,1.201,1.33,5.47,0
7/9/2025,14:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.427,0,34.42,0,4.548,0,70.1,0,4.47,0,15.91,5.55,7.63,0,-61.1,6.02,28.854,0,9.1,0,1.2,1.38,5.65,0
7/9/2025,14:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.436,0,34.43,0,4.608,0,71.1,0,4.53,0,15.94,5.56,7.63,0,-61.1,6.04,28.854,0,8.72,0,1.2,1.39,5.71,0
7/9/2025,15:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.448,0,34.44,0,4.685,0,70.7,0,4.51,0,15.88,5.54,7.63,0,-61.2,6.04,28.801,0,8.49,0,1.211,1.38,5.66,0
7/9/2025,15:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.442,0,34.43,0,4.741,0,70.6,0,4.5,0,15.78,5.51,7.63,0,-61.4,6.02,28.775,0,8.37,0,1.199,1.46,5.98,0
7/9/2025,15:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.501,0,34.48,0,4.845,0,70.9,0,4.53,0,15.4,5.38,7.64,0,-61.9,6.03,28.688,0,10,0,1.201,1.36,5.58,0
7/9/2025,15:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.584,0,34.54,0,4.942,0,71.4,0,4.56,0,14.46,5.06,7.66,0,-62.7,6.02,28.594,0,13,0,1.203,1.41,5.77,0
7/9/2025,16:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.71,0,34.63,0,5.052,0,78.2,0,4.99,0,13.85,4.86,7.69,0,-64.7,6.03,28.743,0,9.24,0,1.199,1.78,7.31,0
7/9/2025,16:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.886,0,34.77,0,5.137,0,79.3,0,5.08,0,12.7,4.47,7.71,0,-66.3,6.02,28.49,0,12.86,0,1.197,1.85,7.59,0
7/9/2025,16:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.044,0,34.9,0,5.166,0,76.4,0,4.91,0,11.48,4.06,7.72,0,-66.8,6.01,28.168,0,15.56,0,1.202,1.81,7.43,0
7/9/2025,16:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.153,0,34.98,0,5.228,0,78.9,0,5.08,0,10.76,3.82,7.75,0,-68.1,6.01,28.075,0,31.44,0,1.2,1.82,7.46,0
7/9/2025,17:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.193,0,35.01,0,5.321,0,79.7,0,5.14,0,10.39,3.69,7.76,0,-68.9,6,27.953,0,10.93,0,1.204,1.81,7.43,0
7/9/2025,17:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.281,0,35.09,0,5.398,0,82.9,0,5.37,0,9.2,3.3,7.8,0,-71.3,6.01,27.634,0,18.56,0,1.211,1.92,7.9,0
7/9/2025,17:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.393,0,35.18,0,5.476,0,86,0,5.59,0,8.04,2.91,7.83,0,-73.2,6,27.362,0,9.89,0,1.195,1.69,6.93,0
7/9/2025,17:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.561,0,35.32,0,5.537,0,89.1,0,5.84,0,6.64,2.44,7.87,0,-75.8,6.02,26.893,0,11.9,0,1.202,2.11,8.66,0
7/9/2025,18:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.62,0,35.37,0,5.589,0,92.8,0,6.11,0,5.55,2.07,7.92,0,-78.2,6,26.536,0,12.53,0,1.203,2.51,10.33,0
7/9/2025,18:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.702,0,35.45,0,5.663,0,95.5,0,6.37,0,3.91,1.52,7.97,0,-81.3,6.05,25.719,0,9.19,0,1.196,2.43,9.99,0
7/9/2025,18:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.862,0,35.59,0,5.722,0,95.8,0,6.46,0,2.55,1.06,8,0,-82.9,6.06,25.075,0,10.12,0,1.204,1.97,8.1,0
7/9/2025,18:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,54.036,0,35.72,0,5.774,0,95.2,0,6.43,0,2.31,0.98,8,0,-83,6.03,24.889,0,8.55,0,1.196,1.9,7.79,0
7/9/2025,19:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,54.015,0,35.71,0,5.805,0,94.4,0,6.39,0,1.99,0.87,8,0,-83,6.02,24.744,0,13.24,0,1.2,3.22,13.25,0
7/9/2025,19:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,54.055,0,35.75,0,5.83,0,94.1,0,6.41,0,1.64,0.75,8.01,0,-83.6,6.03,24.425,0,10.63,0,1.199,2.7,11.1,0
7/9/2025,19:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,54.099,0,35.78,0,5.846,0,94.4,0,6.43,0,1.58,0.73,8.01,0,-83.8,6.02,24.404,0,14.27,0,1.195,2.89,11.9,0
7/9/2025,19:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,54.142,0,35.81,0,5.864,0,94.8,0,6.45,0,1.41,0.67,8.02,0,-84.1,6.02,24.453,0,12.7,0,1.196,2.07,8.5,0
7/9/2025,20:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,54.14,0,35.81,0,5.869,0,94.6,0,6.43,0,1.75,0.79,8.02,0,-84,6.02,24.465,0,769.29,0,1.196,3.21,13.19,0
7/9/2025,20:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,54.176,0,35.84,0,5.867,0,94.8,0,6.46,0,1.32,0.65,8.02,0,-84.2,6.01,24.394,0,7.97,0,1.197,2.1,8.64,0
7/9/2025,20:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,54.206,0,35.86,0,5.856,0,93.9,0,6.4,0,1.28,0.63,8.02,0,-84.3,6.02,24.344,0,3.99,0,1.199,1.75,7.2,0
7/9/2025,20:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,54.229,0,35.88,0,5.851,0,93.9,0,6.41,0,1.2,0.6,8.02,0,-84.2,6.02,24.318,0,2.7,0,1.201,1.77,7.27,0
7/9/2025,21:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,54.237,0,35.88,0,5.808,0,89.8,0,6.12,0,1.2,0.6,8.01,0,-83.5,6.02,24.315,0,3.04,0,1.203,1.4,5.74,0
7/9/2025,21:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,54.034,0,35.73,0,5.743,0,92.4,0,6.27,0,1.95,0.86,8,0,-83.2,5.97,24.655,0,5.97,0,1.202,4.08,16.77,0
7/9/2025,21:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.881,0,35.61,0,5.663,0,89.4,0,6.06,0,2.28,0.97,7.99,0,-82.2,5.98,24.752,0,7.54,0,1.203,1.89,7.75,0
7/9/2025,21:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.802,0,35.54,0,5.584,0,88.6,0,5.97,0,3.26,1.3,7.97,0,-81.2,5.99,25.116,0,11.24,0,1.198,2.12,8.71,0
7/9/2025,22:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,51.876,0,34.11,0,5.495,0,83.9,0,5.67,0,6.63,2.43,7.93,0,-78.7,5.99,25.412,0,6.98,0,1.196,2.53,10.38,0
7/9/2025,22:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.235,0,34.36,0,5.437,0,81.6,0,5.48,0,6.93,2.53,7.9,0,-77,5.98,25.797,0,7.8,0,1.205,1.49,6.11,0
7/9/2025,22:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.683,0,34.7,0,5.39,0,82.2,0,5.51,0,7.06,2.57,7.9,0,-76.9,5.96,25.707,0,8.12,0,1.195,1.28,5.25,0
7/9/2025,22:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.024,0,34.18,0,5.302,0,76.1,0,5.02,0,9.65,3.45,7.81,0,-72,6,26.888,0,9.63,0,1.203,1.36,5.58,0
7/9/2025,23:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,51.113,0,33.5,0,5.208,0,71.7,0,4.73,0,11.46,4.05,7.77,0,-69.4,6,27.053,0,10.45,0,1.203,1.39,5.71,0
7/9/2025,23:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,50.831,0,33.3,0,5.116,0,72,0,4.77,0,10.66,3.79,7.8,0,-71.2,5.98,26.821,0,8.41,0,1.205,1.37,5.6,0
7/9/2025,23:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,49.946,0,32.63,0,5.032,0,66.8,0,4.39,0,15.08,5.28,7.69,0,-64.8,5.95,27.57,0,12.91,0,1.195,1.41,5.81,0
7/9/2025,23:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,49.514,0,32.31,0,4.966,0,65.2,0,4.28,0,16.61,5.79,7.66,0,-62.9,5.94,27.765,0,13.54,0,1.197,1.33,5.46,0
7/10/2025,0:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,49.233,0,32.1,0,4.901,0,63.2,0,4.15,0,17.7,6.15,7.64,0,-61.5,5.95,27.792,0,12.46,0,1.192,1.25,5.12,0
7/10/2025,0:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,48.874,0,31.84,0,4.848,0,61.9,0,4.07,0,18.81,6.53,7.62,0,-60.2,5.95,27.883,0,13.36,0,1.201,1.25,5.12,0
7/10/2025,0:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,48.497,0,31.56,0,4.783,0,60,0,3.93,0,20.26,7.02,7.59,0,-58.4,5.95,28.04,0,13.91,0,1.204,1.27,5.19,0
7/10/2025,0:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,48.11,0,31.28,0,4.708,0,58.6,0,3.86,0,21.05,7.28,7.57,0,-57.5,5.97,28.023,0,11.99,0,1.207,1.33,5.46,0
7/10/2025,1:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,47.921,0,31.14,0,4.662,0,57.6,0,3.8,0,21.56,7.45,7.57,0,-57.3,5.97,27.912,0,11.34,0,1.202,1.14,4.69,0
7/10/2025,1:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,50.564,0,33.09,0,4.621,0,69,0,4.54,0,15.12,5.29,7.71,0,-65.6,5.95,27.413,0,9.94,0,1.193,1.48,6.07,0
7/10/2025,1:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,51.296,0,33.63,0,4.595,0,69.1,0,4.53,0,13.73,4.82,7.71,0,-66,5.95,27.498,0,6.31,0,1.201,1.24,5.08,0
7/10/2025,1:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,51.297,0,33.62,0,4.557,0,63,0,4.11,0,14.14,4.96,7.68,0,-64.1,5.94,27.584,0,5.94,0,1.204,1.35,5.55,0
7/10/2025,2:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,51.343,0,33.66,0,4.509,0,67.2,0,4.4,0,14.13,4.95,7.7,0,-65.2,5.96,27.579,0,8.16,0,1.203,1.28,5.27,0
7/10/2025,2:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,51.351,0,33.66,0,4.486,0,63.9,0,4.18,0,14.1,4.94,7.68,0,-64.3,5.95,27.629,0,6.21,0,1.211,1.12,4.61,0
7/10/2025,2:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,51.433,0,33.72,0,4.484,0,66.2,0,4.31,0,14.88,5.21,7.68,0,-64.2,5.96,27.728,0,6.51,0,1.201,1.28,5.27,0
7/10/2025,2:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,51.363,0,33.67,0,4.492,0,65.9,0,4.29,0,15.62,5.45,7.67,0,-63.4,5.98,27.816,0,5.21,0,1.192,1.19,4.88,0
7/10/2025,3:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,51.495,0,33.76,0,4.511,0,64.8,0,4.21,0,15.23,5.32,7.65,0,-62.6,5.97,27.885,0,3.97,0,1.21,0.97,3.99,0
7/10/2025,3:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,51.637,0,33.86,0,4.552,0,66.5,0,4.31,0,16.24,5.66,7.65,0,-62.1,5.97,28.069,0,6.32,0,1.212,1.28,5.25,0
7/10/2025,3:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,51.594,0,33.83,0,4.598,0,67,0,4.34,0,16.57,5.77,7.65,0,-62,5.97,28.099,0,7.66,0,1.207,1.22,4.99,0
7/10/2025,3:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,51.765,0,33.95,0,4.692,0,67.3,0,4.35,0,16.37,5.71,7.64,0,-62,5.97,28.185,0,6.51,0,1.203,1.29,5.3,0
7/10/2025,4:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,51.95,0,34.09,0,4.764,0,68.6,0,4.44,0,15.35,5.37,7.65,0,-62.4,5.97,28.108,0,8.41,0,1.2,1.31,5.36,0
7/10/2025,4:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.07,0,34.18,0,4.802,0,69.4,0,4.49,0,14.79,5.17,7.67,0,-63.4,5.97,28.075,0,8.75,0,1.202,1.33,5.46,0
7/10/2025,4:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.023,0,34.15,0,4.857,0,69.8,0,4.52,0,14.59,5.11,7.67,0,-63.8,5.97,27.972,0,8.41,0,1.207,1.47,6.02,0
7/10/2025,4:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.036,0,34.16,0,4.915,0,70.5,0,4.58,0,14.16,4.97,7.69,0,-64.7,5.96,27.865,0,10.6,0,1.204,1.18,4.85,0
7/10/2025,5:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,51.942,0,34.09,0,4.98,0,70.7,0,4.59,0,14.11,4.95,7.7,0,-65,5.96,27.752,0,10.06,0,1.194,1.31,5.38,0
7/10/2025,5:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,51.873,0,34.05,0,5.055,0,71.1,0,4.65,0,13.28,4.67,7.72,0,-66.6,5.96,27.42,0,9.58,0,1.195,1.28,5.26,0
7/10/2025,5:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,51.957,0,34.12,0,5.129,0,72.2,0,4.73,0,12.51,4.41,7.74,0,-67.6,5.95,27.281,0,8.32,0,1.204,1.3,5.32,0
7/10/2025,5:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.075,0,34.21,0,5.196,0,73,0,4.79,0,11.96,4.22,7.75,0,-68.5,5.97,27.166,0,9.57,0,1.2,1.35,5.54,0
7/10/2025,6:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.146,0,34.27,0,5.247,0,72.7,0,4.78,0,11.07,3.93,7.77,0,-69.2,5.97,27.034,0,13.05,0,1.192,1.52,6.25,0
7/10/2025,6:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.208,0,34.32,0,5.295,0,74.5,0,4.91,0,10.73,3.81,7.79,0,-70.5,5.97,26.842,0,10.56,0,1.199,1.76,7.23,0
7/10/2025,6:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.298,0,34.39,0,5.344,0,75.8,0,5.01,0,10.14,3.61,7.81,0,-71.8,5.97,26.667,0,10.33,0,1.212,1.46,6.01,0
7/10/2025,6:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.431,0,34.49,0,5.384,0,76.6,0,5.08,0,9.58,3.42,7.83,0,-72.8,5.96,26.393,0,9.33,0,1.212,1.48,6.08,0
7/10/2025,7:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.639,0,34.66,0,5.419,0,78.2,0,5.21,0,8.73,3.14,7.85,0,-74.2,5.96,26.096,0,9.62,0,1.201,1.11,4.56,0
7/10/2025,7:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.822,0,34.8,0,5.458,0,79.4,0,5.31,0,7.77,2.81,7.87,0,-75.5,5.96,25.787,0,9.62,0,1.201,2.05,8.41,0
7/10/2025,7:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.033,0,34.96,0,5.468,0,81,0,5.44,0,6.86,2.51,7.89,0,-76.6,5.93,25.472,0,9.12,0,1.212,1.72,7.06,0
7/10/2025,7:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.188,0,35.08,0,5.491,0,81,0,5.46,0,6.03,2.23,7.9,0,-77.1,5.91,25.252,0,9.74,0,1.2,1.3,5.32,0
7/10/2025,8:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.349,0,35.21,0,5.494,0,81.2,0,5.49,0,5.46,2.04,7.91,0,-77.7,5.92,25.045,0,10.12,0,1.203,1.8,7.38,0
7/10/2025,8:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.377,0,35.23,0,5.496,0,79.5,0,5.38,0,5.23,1.96,7.91,0,-77.4,5.93,25.013,0,7.44,0,1.201,1.87,7.67,0
7/10/2025,8:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.382,0,35.23,0,5.481,0,79,0,5.34,0,5.24,1.96,7.91,0,-77.8,5.93,25.004,0,5.91,0,1.192,1.65,6.79,0
7/10/2025,8:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.352,0,35.21,0,5.451,0,78.7,0,5.31,0,5.22,1.96,7.9,0,-77.2,5.93,25.114,0,4.67,0,1.2,1.51,6.2,0
7/10/2025,9:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,53.542,0,35.36,0,5.423,0,77.1,0,5.23,0,4.69,1.78,7.91,0,-77.9,5.95,24.832,0,5.37,0,1.196,1.64,6.74,0
7/10/2025,9:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.698,0,34.7,0,5.39,0,81.9,0,5.44,0,8.54,3.07,7.87,0,-75.1,5.92,26.208,0,5.41,0,1.201,1.35,5.53,0
7/10/2025,9:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.583,0,34.61,0,5.336,0,79.8,0,5.3,0,9.04,3.24,7.84,0,-73.9,5.91,26.353,0,5.46,0,1.205,5.27,21.69,0
7/10/2025,9:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.53,0,34.56,0,5.285,0,79.8,0,5.28,0,9.13,3.27,7.84,0,-73.6,5.92,26.523,0,7.64,0,1.193,1.28,5.25,0
7/10/2025,10:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.349,0,34.43,0,5.222,0,75.5,0,4.98,0,10.19,3.63,7.81,0,-71.6,5.9,26.678,0,6.66,0,1.193,0.96,3.93,0
7/10/2025,10:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,52.245,0,34.34,0,5.15,0,75.7,0,4.97,0,10.41,3.7,7.79,0,-70.6,5.9,27.027,0,8.88,0,1.197,1.33,5.44,0
7/10/2025,10:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,51.978,0,34.13,0,5.084,0,75.6,0,4.93,0,11.48,4.06,7.76,0,-68.8,5.93,27.549,0,11.04,0,1.201,1.39,5.69,0
7/10/2025,10:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,51.829,0,34.01,0,5.023,0,74.2,0,4.83,0,12.18,4.3,7.73,0,-67.4,5.93,27.724,0,10.31,0,1.202,1.18,4.84,0
7/10/2025,11:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,51.67,0,33.89,0,4.947,0,69.3,0,4.49,0,12.99,4.57,7.7,0,-65.5,5.94,28.012,0,10.48,0,1.199,1.1,4.53,0
7/10/2025,11:15, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,51.581,0,33.81,0,4.881,0,70.4,0,4.54,0,13.49,4.74,7.7,0,-65.2,5.94,28.31,0,12.08,0,1.2,1.2,4.91,0
7/10/2025,11:30, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,51.54,0,33.77,0,4.803,0,72,0,4.62,0,13.59,4.77,7.69,0,-65,5.94,28.616,0,12.67,0,1.199,1.12,4.61,0
7/10/2025,11:45, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,50.932,0,33.33,0,4.737,0,68.3,0,4.4,0,15.99,5.58,7.65,0,-62.1,5.94,28.56,0,11.03,0,1.202,1.15,4.74,0
7/10/2025,12:00, ,gtmsswq_16J102351_070925_050000.bin,San Sebastian,default user,0,50.772,0,33.21,0,4.675,0,64.2,0,4.14,0,16.95,5.9,7.63,0,-61.1,5.93,28.586,0,10.35,0,1.202,1.17,4.81,0
