Deploy Date,Deploy Time,Retrieve Date,Retrieve Time,Sonde Model Number (Nickname),pH Model Number,rpDO Model Number,roxDO Model Number,Turb Model Number,Cond Model Number,Chloro Model Number,EXO Model Number
01/09/2026,10:45,01/21/2026,12:45,EXO2 (Megalops),599701,,599100-01,599101-01,599827,599103-01,599090-01
01/21/2026,13:00,02/04/2026,13:00,EXO2 (Dorian),577602,,599100-01,599101-01,599827,599103-01,599090-01
02/04/2026,13:15,03/04/2026,11:30,EXO2 (Megalops),599701,,599100-01,599101-01,599827,599103-01,599090-01
03/04/2026,11:45,03/27/2026,11:15,EXO2 (Dorian),577602,,599100-01,599101-01,599827,599103-01,599090-01
03/27/2026,11:30,,,EXO2 (Megalops),599701,,599100-01,599101-01,599827,599103-01,599090-01

Deploy Date,Sonde Nickname,SpCond,RPDO1,RPDO2,ROXDO1,ROXDO2,pH7,pH10,pH4,Turb,Turb,Depth,Level,CHL(0),CHL(118)
01/09/2026,Megalops,50.015(50.0),,,102.1,102.1,7.08,10.03,4.07,0.1(0.0),(124.0),0.145(0.114),(0.0),0.1,
01/21/2026,Dorian,49.993(50.0),,,102.4,102.6,7.07,10.08,4.01,0.18(0.0),(124.0),0.022(0.038),(0.0),-0.08,
02/04/2026,Megalops,49.53(50.0),,,99.2,99.4,7.13,10.08,4.14,0.08(0.0),123.53(124.0),0.133(0.12),(0.0),-0.04,63.7
03/04/2026,Dorian,49.938(50.0),,,100.4,100.5,7.15,10.17,4.03,0.18(0.0),122.73(124.0),0.126(0.128),(0.0),0.03,64.04
03/27/2026,Megalops,(50.0),,,,,,,,(0.0),(124.0),(0.0),(0.0),,
