Date,Time,F_Record,FILENAME,SITENAME,USERID,FAULTCODE,SpCond,F_SpCond,Sal,F_Sal,Depth,F_Depth,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,fDOMQSU,fDOMRFU,pH,F_pH,pHmV,BATTERY,Temp,F_Temp,Turb,F_Turb,WIPERPOSITIONVOLT,ChlFluor,F_ChlFluor,Chlorophyllug/L
2/4/2026,13:15, ,gtmsswq_16J102351_020426_050000.bin,San Sebastian,default user,0,51.079,<0> (CND),33.46,<0> (CND),4.62,<0> (CND),105,<0> (CND),9.08,<0> (CND),16.19,5.43,8.01,<0> (CND),-88.1,6.11,12.434,<0> (CND),4.52,<0> (CND),1.199,0.74,<0> (CND),2.93
2/4/2026,13:30, ,gtmsswq_16J102351_020426_050000.bin,San Sebastian,default user,0,51.106,0,33.49,0,4.519,0,104.4,0,8.99,0,15.64,5.25,8.01,0,-88.5,6.11,12.64,0,4.27,0,1.201,0.4,0,1.59
2/4/2026,13:45, ,gtmsswq_16J102351_020426_050000.bin,San Sebastian,default user,0,51.2,0,33.56,0,4.416,0,105.4,0,9.07,0,15.97,5.36,8.02,0,-88.8,6.1,12.667,0,3.98,0,1.206,0.48,0,1.88
2/4/2026,14:00, ,gtmsswq_16J102351_020426_050000.bin,San Sebastian,default user,0,51.003,0,33.42,0,4.321,0,105.6,0,9.09,0,15.63,5.24,8.03,0,-89.3,6.11,12.72,0,3.92,0,1.211,0.48,0,1.9
2/4/2026,14:15, ,gtmsswq_16J102351_020426_050000.bin,San Sebastian,default user,0,50.986,0,33.4,0,4.227,0,104.7,0,9.03,0,17.02,5.71,8.03,0,-89.3,6.1,12.644,0,3.9,0,1.202,0.45,0,1.78
2/4/2026,14:30, ,gtmsswq_16J102351_020426_050000.bin,San Sebastian,default user,0,51.185,0,33.55,0,4.139,0,105.6,0,9.09,0,16.57,5.56,8.03,0,-89.7,6.1,12.644,0,3.19,0,1.195,0.34,0,1.33
2/4/2026,14:45, ,gtmsswq_16J102351_020426_050000.bin,San Sebastian,default user,0,50.823,0,33.28,0,4.048,0,105.3,0,9.1,0,18.51,6.21,8.03,0,-89.7,6.11,12.528,0,2.89,0,1.196,0.38,0,1.48
2/4/2026,15:00, ,gtmsswq_16J102351_020426_050000.bin,San Sebastian,default user,0,50.898,0,33.33,0,3.974,0,105.2,0,9.09,0,17.67,5.93,8.04,0,-90.1,6.1,12.534,0,3.01,0,1.197,0.5,0,1.98
2/4/2026,15:15, ,gtmsswq_16J102351_020426_050000.bin,San Sebastian,default user,0,50.856,0,33.3,0,3.899,0,107.7,0,9.34,0,18.69,6.27,8.05,0,-90.4,6.11,12.412,0,2.68,0,1.203,0.34,0,1.33
2/4/2026,15:30, ,gtmsswq_16J102351_020426_050000.bin,San Sebastian,default user,0,50.804,0,33.25,0,3.839,0,106.9,0,9.31,0,19.68,6.6,8.05,0,-90.3,6.1,12.19,0,2.58,0,1.203,0.39,0,1.52
2/4/2026,15:45, ,gtmsswq_16J102351_020426_050000.bin,San Sebastian,default user,0,50.78,0,33.23,0,3.788,0,107.2,0,9.32,0,20.23,6.79,8.05,0,-90.5,6.1,12.252,0,3.26,0,1.197,0.33,0,1.28
2/4/2026,16:00, ,gtmsswq_16J102351_020426_050000.bin,San Sebastian,default user,0,50.709,0,33.18,0,3.743,0,106,0,9.26,0,20.21,6.78,8.05,0,-90.3,6.11,12.104,0,2.83,0,1.195,0.36,0,1.43
2/4/2026,16:15, ,gtmsswq_16J102351_020426_050000.bin,San Sebastian,default user,0,50.665,0,33.14,0,3.71,0,105.5,0,9.23,0,21.48,7.21,8.04,0,-90.1,6.1,12,0,2.98,0,1.211,0.44,0,1.74
2/4/2026,16:30, ,gtmsswq_16J102351_020426_050000.bin,San Sebastian,default user,0,50.635,0,33.12,0,3.703,0,103.6,0,9.07,0,20.79,6.98,8.03,0,-89.3,6.1,11.971,0,2.34,0,1.21,0.33,0,1.28
2/4/2026,16:45, ,gtmsswq_16J102351_020426_050000.bin,San Sebastian,default user,0,50.75,0,33.19,0,3.705,0,103.4,0,9.09,0,20.12,6.75,8.04,0,-90,6.09,11.783,0,3.3,0,1.21,0.82,0,3.27
2/4/2026,17:00, ,gtmsswq_16J102351_020426_050000.bin,San Sebastian,default user,0,50.757,0,33.19,0,3.711,0,102.2,0,8.99,0,21.22,7.12,8.04,0,-89.7,6.09,11.73,0,2.75,0,1.206,0.37,0,1.44
