Deploy Date,Deploy Time,Retrieve Date,Retrieve Time,Sonde Model Number (Nickname),pH Model Number,rpDO Model Number,roxDO Model Number,Turb Model Number,Cond Model Number,Chloro Model Number,EXO Model Number
01/09/2026,11:45,01/21/2026,11:30,EXO2 (Egret),577602,,599100-01,599101-01,599827,599103-01,599090-01
01/21/2026,11:45,02/04/2026,11:45,EXO2 (Barbossa),599702,,599100-01,599101-01,599827,599103-01,599090-01
02/04/2026,12:00,03/04/2026,10:30,EXO2 (Egret),577602,,599100-01,599101-01,599827,599103-01,599090-01
03/04/2026,10:45,03/27/2026,10:15,EXO2 (Barbossa),599702,,599100-01,599101-01,599827,599103-01,599090-01
03/27/2026,10:30,,,EXO2 (Egret),577602,,599100-01,599101-01,599827,599103-01,599090-01

Deploy Date,Sonde Nickname,SpCond,RPDO1,RPDO2,ROXDO1,ROXDO2,pH7,pH10,pH4,Turb,Turb,Depth,Level,CHL(0),CHL(118)
01/09/2026,Egret,50.082(50.0),,,102.0,102.0,7.1,10.1,4.08,0.04(0.0),(124.0),0.098(0.107),(0.0),0.05,
01/21/2026,Barbossa,49.952(50.0),,,102.6,102.7,7.11,10.13,4.08,0.36(0.0),(124.0),0.022(0.038),(0.0),0.01,
02/04/2026,Egret,49.62(50.0),,,100.4,100.1,7.13,10.12,4.11,0.7(0.0),125.43(124.0),0.135(0.113),(0.0),0.08,63.04
03/04/2026,Barbossa,50.011(50.0),,,101.4,101.5,7.15,10.14,4.13,0.7(0.0),126.56(124.0),0.127(0.135),(0.0),0.03,64.65
03/27/2026,Egret,(50.0),,,,,,,,(0.0),(124.0),(0.0),(0.0),,
